trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2019-01-05 05:06:28.994533,4336947731571618,fraud_Kuhn-Hilll_0490,shopping_pos,133.87,First269,Last269,M,4600 Example Street,City_10,MI,23582,28.839417043281973,-98.4230037019325,12933,"Journalist, newspaper",1999-08-03,00000000000000000000000000000e31,1546664,28.718713938049813,-98.40256392327836,0
2019-01-05 11:32:31.180328,4105621221510875,fraud_Herzog-Effertz_0048,gas_transport,74.38,First346,Last346,M,5294 Example Street,City_08,IL,27802,40.39025007384651,-84.52995412728772,21911,"Nurse, adult",1991-01-01,00000000000000000000000000000f3a,1546687,39.72600919500674,-84.41104182334271,0
2019-01-05 18:14:20.741223,4974220832835315,fraud_Bauch-Stroman_0484,grocery_pos,57.29,First188,Last188,F,6714 Example Street,City_04,IL,49874,30.908286644794398,-94.15729611576448,10940,"Teacher, secondary school",1979-09-23,0000000000000000000000000000109f,1546712,30.795331948567842,-93.68989550315072,0
2019-01-05 18:40:54.874630,4003207690685184,fraud_Ruecker-Kutch_0022,personal_care,6.67,First187,Last187,M,2445 Example Street,City_22,IL,70649,40.03878189696419,-101.97528557797062,66262,Civil engineer,1951-03-30,000000000000000000000000000010b7,1546713,39.760693637969325,-102.12868486802374,0
2019-01-05 19:15:01.139727,4349004225555450,fraud_Bauch-Dach_0221,entertainment,26.92,First87,Last87,M,6205 Example Street,City_21,GA,72832,32.07953790022418,-88.52288161067966,21338,Systems analyst,1951-04-11,000000000000000000000000000010cc,1546715,32.778522814070186,-88.55157573016031,0
2019-01-06 09:48:28.751849,4013678644273677,fraud_Cormier-Herzog_0528,grocery_pos,70.37,First345,Last345,F,206 Example Street,City_08,IL,96345,40.40336625536158,-84.37545430550996,21911,Solicitor,1961-07-31,0000000000000000000000000000123f,1546768,40.77280956249861,-84.16087688951916,0
2019-01-06 12:58:25.875561,4958352813150417,fraud_Bauch-Sporer_0232,grocery_net,544.96,First386,Last386,F,4159 Example Street,City_32,IL,91277,44.054562375150425,-83.59379626291404,18745,"Nurse, adult",1999-01-27,000000000000000000000000000012df,1546779,43.60778130364173,-83.70378598406896,0
2019-01-06 13:29:54.425132,4642803764333580,fraud_Kihn-Rau_0054,shopping_net,25.16,First10,Last10,M,8010 Example Street,City_14,GA,97478,42.40909938563195,-88.63651505220331,5962,Systems analyst,1997-02-14,000000000000000000000000000012f7,1546781,42.61378531922678,-88.096729843084,0
2019-01-06 15:29:34.031462,4651855047162037,fraud_Reilly-Stroman_0195,shopping_net,206.86,First325,Last325,M,7635 Example Street,City_35,PA,45923,36.38879561782278,-105.71526596701432,58253,Solicitor,1997-07-21,00000000000000000000000000001365,1546788,36.32064156469476,-105.96513311267226,0
2019-01-06 17:01:41.177606,4145893219779118,fraud_Kihn-Ruecker_0331,shopping_net,232.37,First343,Last343,F,628 Example Street,City_11,CA,17129,40.15771852117121,-100.17495923177779,74077,Graphic designer,1969-03-12,000000000000000000000000000013a8,1546794,39.82976097281717,-100.26820832275241,0
2019-01-06 19:43:26.050519,4129048922898256,fraud_Cormier-Rau_0356,grocery_net,63.31,First271,Last271,F,9446 Example Street,City_36,PA,88227,38.4957199297063,-114.21434434517963,11388,"Teacher, secondary school",1961-04-06,0000000000000000000000000000143e,1546803,38.92328449525962,-114.0944983213099,0
2019-01-06 21:18:05.617133,4047363773299287,fraud_Kuhn-Predovic_0043,travel,520.1,First52,Last52,F,9221 Example Street,City_03,MI,15569,45.4126882275898,-89.35292798066222,157721,Civil engineer,1953-12-02,0000000000000000000000000000149a,1546809,45.604463612376854,-89.3621586038616,0
2019-01-06 21:46:28.824169,4952296797765630,fraud_Heidenreich-Stroman_0510,travel,96.7,First226,Last226,M,9083 Example Street,City_30,MI,65146,28.093822509782164,-76.023044016398,108771,"Teacher, secondary school",1970-11-07,000000000000000000000000000014ae,1546811,28.3091427677025,-75.39173660244234,0
2019-01-07 03:22:14.558307,4334273411714381,fraud_Rowe-Heidenreich_0413,shopping_pos,207.75,First135,Last135,F,6802 Example Street,City_13,GA,23407,40.17130702295999,-115.84586621795152,88279,Electrician,1995-02-24,000000000000000000000000000014fd,1546831,39.81269496796068,-115.0858768101184,0
2019-01-07 09:55:30.287219,4581406976292315,fraud_Herzog-Bins_0544,grocery_pos,74.84,First234,Last234,F,6612 Example Street,City_24,MI,56234,35.78712181700776,-114.61202491225481,37410,"Accountant, chartered",1982-12-11,000000000000000000000000000015bd,1546854,35.91472224882343,-114.6570289290087,0
2019-01-07 11:19:23.225787,4156774008147849,fraud_Kihn-Bauch_0041,shopping_net,111.0,First267,Last267,F,3240 Example Street,City_01,MI,86134,28.08644145717391,-72.23611242468635,43381,"Nurse, adult",1987-11-20,00000000000000000000000000001611,1546859,28.374740903862364,-72.56423790416149,0
2019-01-07 11:44:47.414602,4140450158389022,fraud_Predovic-Nitzsche_0327,health_fitness,106.75,First71,Last71,F,2331 Example Street,City_07,OH,37634,29.98232859892114,-98.76152939920709,58900,Chef,1971-03-12,0000000000000000000000000000162e,1546861,30.037455939803856,-98.41983595236056,0
2019-01-07 12:47:23.561436,4000642303699873,fraud_Sporer-Reilly_0278,home,186.7,First66,Last66,F,6110 Example Street,City_38,TX,68037,46.246817818557545,-98.02784977577375,55087,Electrician,1977-03-11,0000000000000000000000000000165e,1546865,46.10355141974614,-98.21138176893764,0
2019-01-07 15:04:06.295743,4579016109790177,fraud_Schmidt-Bins_0058,travel,953.72,First160,Last160,M,1788 Example Street,City_18,IL,56574,37.661607130822695,-107.20790802647996,23578,Graphic designer,2001-07-04,000000000000000000000000000016db,1546873,38.202390750939266,-106.85035333342798,0
2019-01-07 19:46:44.339192,4361173310417690,fraud_Bins-Kihn_0243,food_dining,27.69,First340,Last340,F,2861 Example Street,City_03,MI,69216,45.48538284629552,-89.49135023739349,157721,"Teacher, secondary school",1985-03-05,000000000000000000000000000017e8,1546890,45.848749686209366,-89.45720878273681,0
2019-01-07 22:04:30.038905,4555970991040174,fraud_Reilly-Ruecker_0028,gas_transport,251.93,First278,Last278,M,4077 Example Street,City_28,OH,86977,40.92457597757064,-109.36856186980796,197113,"Pharmacist, community",1971-12-27,00000000000000000000000000001868,1546898,40.473144761989914,-108.96812939815565,0
2019-01-08 10:32:05.062687,4863824950263754,fraud_Kutch-Cormier_0351,travel,191.88,First197,Last197,F,3508 Example Street,City_31,TX,13703,30.22547123398892,-107.06249750271851,49966,"Journalist, newspaper",1982-12-24,00000000000000000000000000001989,1546943,29.841892506738805,-106.71635966999096,0
2019-01-08 13:33:28.401456,4046561151728786,fraud_Sporer-Nitzsche_0388,shopping_pos,164.77,First151,Last151,F,3419 Example Street,City_28,OH,78405,40.87448759613808,-109.14051095990159,197113,Civil engineer,1974-10-23,00000000000000000000000000001a28,1546954,40.37134841626997,-109.3459323577563,0
2019-01-08 14:07:40.017192,4819885121819700,fraud_Sporer-Ruecker_0181,shopping_net,127.24,First96,Last96,F,1576 Example Street,City_21,GA,56017,32.27093764526156,-88.4448234998423,21338,Civil engineer,1971-02-27,00000000000000000000000000001a4e,1546956,32.59776116170133,-88.45874936325704,0
2019-01-08 20:23:33.104123,4712886291432100,fraud_Rowe-Nitzsche_0420,misc_pos,42.22,First94,Last94,F,8787 Example Street,City_20,NC,51725,30.893893601322,-120.15081308438448,69807,"Nurse, adult",1996-07-05,00000000000000000000000000001ba6,1546979,30.500834999304214,-120.17320875807803,0
2019-01-09 07:25:24.520351,4047473497433094,fraud_Kutch-Kuhn_0005,food_dining,55.28,First37,Last37,M,2650 Example Street,City_05,FL,17520,43.36150954954837,-90.15199521164445,29057,"Journalist, newspaper",2002-03-13,00000000000000000000000000001c5e,1547018,43.65835032821506,-90.31513754089649,0
2019-01-09 08:09:40.597177,4793577749391605,fraud_Bauch-Effertz_0082,shopping_net,173.51,First153,Last153,M,4624 Example Street,City_02,MI,32133,28.785943580461947,-99.61949401408391,114416,"Accountant, chartered",1981-01-16,00000000000000000000000000001c89,1547021,28.43138413284802,-99.92481613679789,0
2019-01-09 20:52:29.775222,4961172390896681,fraud_Kuhn-Predovic_0150,shopping_pos,58.84,First238,Last238,M,5672 Example Street,City_30,MI,19431,28.059125354591423,-76.05183177005425,108771,Chef,1964-06-18,00000000000000000000000000001f28,1547067,27.92543456416307,-76.29774894233203,0
2019-01-09 21:04:11.878776,4070160099485209,fraud_Hilll-Cormier_0518,grocery_net,143.55,First154,Last154,F,7674 Example Street,City_38,TX,40294,46.08221118442052,-97.9094860202755,55087,Systems analyst,1983-02-20,00000000000000000000000000001f34,1547067,46.25195943268854,-97.98694304120107,0
2019-01-10 06:56:56.074342,4303337632682198,fraud_Sporer-Predovic_0001,food_dining,37.73,First40,Last40,M,5951 Example Street,City_01,MI,25571,28.206162551485136,-72.36062296603623,43381,Civil engineer,1995-04-15,00000000000000000000000000001fb2,1547103,27.895123125485412,-72.02375200847905,0
2019-01-10 07:12:56.695124,4958352813150417,fraud_Bauch-Sporer_0232,grocery_net,250.27,First386,Last386,F,4159 Example Street,City_32,IL,91277,44.054562375150425,-83.59379626291404,18745,"Nurse, adult",1999-01-27,00000000000000000000000000001fbb,1547104,43.679381557283236,-83.51203726049938,0
2019-01-10 09:18:21.290605,4327842038853441,fraud_Kutch-Rippin_0291,misc_pos,29.82,First90,Last90,M,8031 Example Street,City_11,CA,94203,39.87816990010785,-100.1986017017255,74077,"Accountant, chartered",1984-01-01,0000000000000000000000000000202b,1547111,39.76456828253368,-100.47118093344311,0
2019-01-11 08:57:09.252402,4317120661875137,fraud_Ruecker-Hilll_0426,travel,12.32,First141,Last141,F,6114 Example Street,City_26,CA,68856,32.167401515176344,-90.23115237150547,4549,"Nurse, adult",1954-12-07,000000000000000000000000000023ab,1547197,32.43966707732369,-89.86160258539441,0
2019-01-11 09:44:28.836317,4409502336864388,fraud_Reilly-Dach_0071,misc_net,52.52,First64,Last64,F,3750 Example Street,City_31,TX,59739,30.221005511337893,-107.29466223699845,49966,"Accountant, chartered",1999-10-12,000000000000000000000000000023d7,1547199,30.14064821599692,-107.22510462868351,0
2019-01-11 09:53:26.128400,4192742890790745,fraud_Schmidt-Heidenreich_0304,travel,179.16,First211,Last211,M,4427 Example Street,City_24,MI,23102,35.87590693484303,-114.77035356161883,37410,Civil engineer,1963-09-01,000000000000000000000000000023e0,1547200,35.448228718486746,-114.50739271080384,0
2019-01-11 12:50:42.847628,4234103422824894,fraud_Bins-Hilll_0262,misc_net,12.2,First295,Last295,F,2994 Example Street,City_22,IL,66069,39.79106461615201,-101.71265481595991,66262,Graphic designer,1975-02-08,00000000000000000000000000002493,1547211,39.99487904162577,-101.82454143520742,0
2019-01-11 16:18:55.392076,4050666629282870,fraud_Predovic-Rau_0252,misc_net,32.81,First283,Last283,F,5013 Example Street,City_12,MI,50381,42.96875183428055,-102.61788356303626,48756,"Journalist, newspaper",1982-02-23,0000000000000000000000000000254e,1547223,42.586642134490816,-102.62323923415532,0
2019-01-11 17:25:05.356824,4003725508077620,fraud_Gutmann-Sporer_0004,gas_transport,25.58,First185,Last185,M,4200 Example Street,City_04,IL,39227,30.610176313640558,-94.08315584300409,10940,Systems analyst,1966-07-11,00000000000000000000000000002588,1547227,30.74986697584807,-94.69131959070435,0
2019-01-11 18:43:48.242868,4458583823876320,fraud_Kihn-Bauch_0041,shopping_net,33.21,First339,Last339,F,6672 Example Street,City_01,MI,39431,27.877620027828517,-72.16764094903013,43381,"Accountant, chartered",1971-07-07,000000000000000000000000000025d3,1547232,28.247968116026193,-72.77372477297486,0
2019-01-12 07:36:00.676562,4454461728164196,fraud_Kutch-Dach_0360,home,61.21,First317,Last317,F,8357 Example Street,City_00,NY,83040,35.26040661027071,-78.35132529836136,123844,Solicitor,1978-12-05,000000000000000000000000000026da,1547278,35.26586659108087,-78.06373978623415,0
2019-01-12 15:04:18.670345,4007482996106766,fraud_Kutch-Sporer_0391,shopping_pos,150.2,First25,Last25,F,8735 Example Street,City_31,TX,24493,30.212274107883115,-107.18813248005875,49966,"Teacher, secondary school",1982-04-18,0000000000000000000000000000288c,1547305,30.553516368777863,-107.30833605508067,0
2019-01-12 16:27:11.494911,4909793545003993,fraud_Nitzsche-Reilly_0557,misc_pos,280.64,First123,Last123,M,9973 Example Street,City_37,CA,29474,38.43566818206555,-104.85241751853052,83425,"Teacher, secondary school",1954-08-14,000000000000000000000000000028d4,1547310,37.430055095424954,-105.1985389479834,0
2019-01-12 21:26:34.927446,4465608510006932,fraud_Predovic-Kuhn_0151,kids_pets,183.13,First167,Last167,M,396 Example Street,City_31,TX,44864,30.37516991734598,-107.18713451544433,49966,Systems analyst,1994-08-16,000000000000000000000000000029fb,1547328,30.361552387663675,-107.19624931448215,0
2019-01-13 08:23:41.678062,4249986754028508,fraud_Gutmann-Effertz_0283,shopping_net,59.68,First113,Last113,M,4911 Example Street,City_03,MI,58404,45.55730463617042,-89.44053310493655,157721,Electrician,1981-10-22,00000000000000000000000000002ab8,1547367,45.0653546417542,-89.05694637454852,0
2019-01-13 12:42:58.809039,4046561151728786,fraud_Lind-Stroman_0588,shopping_pos,102.89,First151,Last151,F,3419 Example Street,City_28,OH,78405,40.87448759613808,-109.14051095990159,197113,Civil engineer,1974-10-23,00000000000000000000000000002b8e,1547383,40.2752657895696,-109.57405702598382,0
2019-01-13 18:37:03.252028,4937562320906594,fraud_Heidenreich-Bauch_0060,misc_net,111.81,First262,Last262,M,6314 Example Street,City_20,NC,96715,31.022560672680687,-119.97310679725042,69807,"Teacher, secondary school",1995-08-17,00000000000000000000000000002cb3,1547404,30.88109713108048,-120.3925119887265,0
2019-01-13 18:39:42.145923,4773849761318999,fraud_Bauch-Rowe_0405,kids_pets,143.36,First55,Last55,F,3294 Example Street,City_05,FL,45343,43.33876339561743,-90.36430099154678,29057,"Surveyor, building",1952-02-14,00000000000000000000000000002cb7,1547404,42.90123730890046,-90.26267072285694,0
2019-01-13 22:21:24.631697,4033609969186250,fraud_Rippin-Ruecker_0145,gas_transport,42.75,First50,Last50,F,344 Example Street,City_25,MI,34806,29.31085126728681,-86.85165850512288,86749,"Surveyor, building",1984-12-22,00000000000000000000000000002d7d,1547418,28.886249823469626,-86.08466598131541,0
2019-01-14 07:42:59.884152,4937015000876262,fraud_Boyer-Dach_0521,personal_care,97.84,First43,Last43,F,7596 Example Street,City_01,MI,33159,27.83543877111342,-72.35706485759911,43381,Systems analyst,1953-02-27,00000000000000000000000000002ddb,1547451,27.93429398922536,-72.22763520203321,0
2019-01-14 09:09:09.306336,4672439572216789,fraud_Stroman-Effertz_0191,gas_transport,24.53,First75,Last75,F,9145 Example Street,City_31,TX,67845,30.178234087865295,-106.91365237205873,49966,"Pharmacist, community",2002-11-06,00000000000000000000000000002e30,1547456,30.373847847691245,-106.634156585334,0
2019-01-14 09:13:35.570046,4187230626089851,fraud_Cormier-Sporer_0293,shopping_net,77.47,First337,Last337,F,1868 Example Street,City_13,GA,43154,40.352874701780415,-115.89722793603634,88279,"Pharmacist, community",1957-11-29,00000000000000000000000000002e34,1547457,40.24442439936768,-115.8850900725234,0
2019-01-14 12:12:31.626723,4480513714819348,fraud_Rippin-Effertz_0057,entertainment,439.63,First190,Last190,M,7992 Example Street,City_17,CA,49804,37.855050176147664,-83.21603785128258,45372,Graphic designer,1960-07-26,00000000000000000000000000002ecc,1547467,37.809311750752315,-82.696904513251,0
2019-01-14 16:06:17.568189,4188778897863665,fraud_Bauch-Effertz_0082,shopping_net,37.41,First49,Last49,M,9783 Example Street,City_02,MI,78706,28.56052090881358,-99.59266961552741,114416,"Journalist, newspaper",2002-07-20,00000000000000000000000000002fab,1547481,28.507348183118754,-100.29473593094221,0
2019-01-14 18:32:31.536938,4459196095692064,fraud_Sporer-Kihn_0416,food_dining,28.81,First137,Last137,F,8841 Example Street,City_16,NY,67232,28.353163120927476,-88.38872802978393,128369,Graphic designer,1997-05-03,00000000000000000000000000003029,1547490,28.280625409384406,-87.75340426596489,0
2019-01-14 21:24:13.117908,4480513714819348,fraud_Herzog-Bauch_0177,misc_pos,80.96,First190,Last190,M,7992 Example Street,City_17,CA,49804,37.855050176147664,-83.21603785128258,45372,Graphic designer,1960-07-26,000000000000000000000000000030ca,1547501,37.39568593117105,-83.39490744536045,0
2019-01-14 22:35:11.871106,4429444085521704,fraud_Sporer-Nitzsche_0388,shopping_pos,58.56,First390,Last390,F,451 Example Street,City_28,OH,54287,40.7948376897234,-109.06530861848273,197113,Solicitor,1959-04-30,00000000000000000000000000003109,1547505,40.345100638680194,-109.38529576273513,0
2019-01-15 11:40:06.997847,4226841484632232,fraud_Kutch-Predovic_0137,shopping_pos,35.92,First218,Last218,F,1504 Example Street,City_17,CA,49640,37.95750415478741,-83.01009247493641,45372,"Journalist, newspaper",1953-10-06,00000000000000000000000000003231,1547552,38.25342866268674,-83.25053897438517,0
2019-01-15 15:12:56.047006,4129048922898256,fraud_Kutch-Gutmann_0436,misc_net,21.2,First271,Last271,F,9446 Example Street,City_36,PA,88227,38.4957199297063,-114.21434434517963,11388,"Teacher, secondary school",1961-04-06,000000000000000000000000000032f5,1547565,38.14571285743569,-114.45142481455926,0
2019-01-16 08:20:42.146743,4331812625257704,fraud_Lind-Kuhn_0169,grocery_net,39.96,First186,Last186,M,6410 Example Street,City_09,CA,74478,32.842002560119425,-103.62394950956467,81384,"Journalist, newspaper",1952-07-26,000000000000000000000000000034f7,1547626,33.03589546379699,-103.82136465682083,0
2019-01-16 08:59:23.210683,4115270767805744,fraud_Rippin-Herzog_0034,home,357.81,First164,Last164,F,5999 Example Street,City_34,NY,36403,27.580993760694483,-101.28271137308897,48839,"Journalist, newspaper",1984-10-15,0000000000000000000000000000351f,1547629,27.986809581914198,-100.62955682535221,0
2019-01-16 13:02:58.627386,4267299668810596,fraud_Predovic-Rowe_0443,health_fitness,64.95,First36,Last36,F,2387 Example Street,City_03,MI,29975,45.7216396785969,-89.55787056190648,157721,Civil engineer,1992-10-05,000000000000000000000000000035e5,1547643,45.47963505491105,-89.5989049119944,0
2019-01-16 15:30:21.431427,4571960837808138,fraud_Bins-Sporer_0178,gas_transport,70.7,First244,Last244,F,915 Example Street,City_18,IL,43864,37.86840592533324,-107.04991887158229,23578,Systems analyst,1997-02-27,00000000000000000000000000003664,1547652,37.48714893179504,-107.313655107062,0
2019-01-16 16:32:40.883831,4083082774692051,fraud_Heidenreich-Effertz_0016,food_dining,37.54,First150,Last150,M,4378 Example Street,City_16,NY,62132,28.45599396672898,-88.15598110436615,128369,"Journalist, newspaper",1968-08-20,000000000000000000000000000036ae,1547656,28.087847397133398,-88.51607927945341,0
2019-01-16 20:23:26.964184,4952296797765630,fraud_Predovic-Kutch_0470,personal_care,75.89,First226,Last226,M,9083 Example Street,City_30,MI,65146,28.093822509782164,-76.023044016398,108771,"Teacher, secondary school",1970-11-07,00000000000000000000000000003792,1547670,28.191782592915352,-76.31414379134533,0
